lat|lon
''53,793959''|''-1,754042''
''50,97088''|''-1,353925''
''56,022845''|''-3,908876''
''54,59558''|''-6,216824''
''50,845041''|''-1,125218''
''55,834517''|''-4,209692''
''52,927622''|''-2,294092''
''51,404778''|''-0,292849''
''53,786753''|''-1,746495''
''50,889842''|''-1,445521''
''51,488904''|''-0,306633''
''54,642787''|''-5,532236''
''53,588488''|''-2,42544''
''54,65462''|''-2,757894''
''52,978039''|''-2,137971''
''53,74065''|''-2,014063''
''51,451741''|''-1,051592''
''51,582814''|''-0,412364''
''50,521972''|''-4,823319''
''52,982727''|''-1,165653''
''54,99678''|''-1,435157''
''51,438709''|''-2,601526''
''51,511667''|''-0,082513''
''53,51972''|''-2,6061''
''52,393009''|''-2,017957''
''51,548257''|''0,704848''
''53,663194''|''-1,778532''
''55,809764''|''-4,33852''
''51,447958''|''-0,215987''
''51,341424''|''-0,841071''
''51,510215''|''-0,135766''
''53,464023''|''-2,215594''
''50,930352''|''-1,80852''
''55,655738''|''-2,249994''
''54,691753''|''-1,237083''
''55,357206''|''-1,965556''
''50,853529''|''-0,572462''
''55,763837''|''-4,503571''
''53,262286''|''-2,124314''
''52,940127''|''-1,143007''
''52,063412''|''-0,71597''
''52,565407''|''-2,072245''
''53,799306''|''-1,661368''
''57,152652''|''-2,242261''
''51,386916''|''0,506461''
''52,388296''|''-1,753779''
''52,439442''|''-0,807715''
''51,604617''|''0,691285''
''51,57604''|''-0,259929''
''55,931529''|''-4,344653''
''53,290129''|''-2,535263''
''50,862204''|''-3,803366''
''0,0''|''0,0''
''50,766746''|''-1,998722''
''53,273439''|''-2,906422''
''51,499034''|''-0,102508''
''53,043828''|''-1,543648''
''53,434427''|''-2,274975''
''52,467682''|''-1,861147''
''51,146415''|''-3,165047''
''51,305082''|''-0,112699''
''53,256982''|''-1,402427''
''55,212692''|''-1,543042''
''52,714422''|''-0,665311''
''53,386477''|''-2,715797''
''51,335852''|''-0,086427''
''52,25522''|''-0,877283''
''51,263043''|''-0,722162''
''50,64789''|''-2,470842''
''51,896109''|''-0,202855''
''51,356095''|''-0,10134''
''51,310474''|''0,445482''
''50,389693''|''-4,105729''
''51,414394''|''0,514709''
''52,19668''|''-2,216937''
''51,553493''|''0,141954''
''53,041997''|''-2,166275''
''51,984547''|''0,475893''
''55,873723''|''-3,10428''
''51,340433''|''0,111689''
''51,510566''|''-0,142006''
''53,17639''|''-1,176893''
''50,152016''|''-5,065016''
''53,386367''|''-2,561654''
''50,442358''|''-3,774976''
''53,544382''|''-2,780258''
''54,528911''|''-1,209495''
''50,468294''|''-3,52054''
''55,201724''|''-6,607457''
''51,512561''|''-0,131217''
''52,638024''|''-2,923713''
''51,601597''|''0,747864''
''50,824947''|''-0,791205''
''51,500087''|''-3,211877''
''55,672421''|''-3,785624''
''51,004455''|''-0,939763''
''51,324491''|''-2,006746''
''53,559455''|''-1,492909''
''54,681101''|''-1,23249''
''53,161182''|''-1,503292''
''51,607354''|''-0,653485''
''55,799919''|''-4,241286''
''53,757037''|''-2,712818''
''54,681571''|''-1,21038''
''50,762399''|''-3,436726''
''51,795288''|''-0,814438''
''53,476354''|''-2,25257''
''53,278875''|''-3,188903''
''51,569597''|''-1,200237''
''53,924306''|''-1,822943''
''51,350261''|''-0,266198''
''52,781004''|''-0,884582''
''53,508487''|''-2,281305''
''53,478698''|''-2,178934''
''51,606941''|''0,427645''
''52,328808''|''-0,069298''
''53,964212''|''-1,04238''
''53,08149''|''-0,003532''
''53,705931''|''-2,854112''
''53,702006''|''-2,284443''
''53,678828''|''-2,654951''
''53,805328''|''-1,549455''
''53,691533''|''-0,867952''
''53,40706''|''-2,145735''
''50,741529''|''-1,884969''
''51,631302''|''-0,570514''
''51,549939''|''-0,476826''
''59,139844''|''-3,191893''
''50,788958''|''-1,137856''
''52,48523''|''-1,853714''
''51,040648''|''-4,22507''
''51,446445''|''-2,511852''
''52,98335''|''-2,370166''
''53,086387''|''-2,199277''
''53,487362''|''-2,227197''
''51,279936''|''-0,957852''
''54,792708''|''-1,535113''
''53,428559''|''-2,904467''
''53,274594''|''-1,381786''
''55,869358''|''-4,218864''
''52,627466''|''-1,123721''
''55,994158''|''-3,78735''
''52,496201''|''-1,963132''
''51,469446''|''-2,575728''
''52,139695''|''-1,021139''
''51,623374''|''-1,286572''
''53,01659''|''-2,254153''
''55,838733''|''-3,940646''
''51,188201''|''-3,905137''
''51,533491''|''-2,570582''
''51,969195''|''1,327236''
''53,503348''|''-2,260299''
''51,540936''|''-0,736371''
''51,572992''|''-0,181109''
''51,369166''|''-0,13242''
''51,768149''|''-3,293564''
''50,95561''|''-4,126213''
''53,070919''|''-1,92666''
''51,166445''|''1,291914''
''55,98217''|''-3,628545''
''55,625693''|''-3,514191''
''53,132268''|''-1,20289''
''53,475513''|''-3,027147''
''55,607787''|''-4,550459''
''52,447614''|''-0,112314''
''50,732324''|''-2,757463''
''50,826606''|''-1,34944''
''50,968081''|''-1,312589''
''52,212882''|''-2,17851''
''51,734139''|''-2,202679''
''51,438491''|''-2,009274''
''53,465887''|''-2,569813''
''51,531209''|''0,021353''
''51,578345''|''-1,752779''
''51,571576''|''-3,166262''
''52,109196''|''-2,297843''
''50,866314''|''-1,400939''
''52,688126''|''-1,943932''
''52,072409''|''-1,08389''
''53,793995''|''-1,772258''
''53,880357''|''-1,915448''
''57,663059''|''-2,531791''
''55,036368''|''-1,572822''
''51,665544''|''-3,797137''
''51,480783''|''-0,240572''
''51,560979''|''0,074669''
''50,779212''|''-0,725699''
''53,263102''|''-2,149412''
''51,52955''|''-0,024309''
''53,008631''|''-1,216691''
''51,905654''|''-2,08205''
''51,548786''|''0,023661''
''50,259916''|''-5,078116''
''51,321531''|''-0,250605''
''52,144929''|''-0,470712''
''50,913047''|''-3,482386''
''57,676038''|''-2,964732''
''51,699014''|''-2,755253''
''51,398981''|''0,040978''
''52,732302''|''-2,728815''
''53,524924''|''-2,381871''
''57,154083''|''-2,091473''
''53,693103''|''-1,308164''
''51,618599''|''-4,01542''
''50,930965''|''-4,148745''
''51,81518''|''-0,827335''
''0,0''|''0,0''
''51,665246''|''-0,390672''
''53,411626''|''-3,019047''
''54,630993''|''-1,770803''
''53,796658''|''-1,751172''
''51,74391''|''-3,37875''
''51,643058''|''-0,591649''
''51,31897''|''-0,607371''
''51,430751''|''-2,774598''
''52,743654''|''-0,086421''
''50,348554''|''-3,997795''
''50,740385''|''-1,913656''
''52,449573''|''-2,172119''
''52,539813''|''-1,373196''
''51,754644''|''-0,010689''
''51,898984''|''-1,161514''
''52,578886''|''1,12164''
''52,537169''|''0,223981''
''53,723736''|''-1,860642''
''53,800847''|''-1,456932''
''53,494724''|''-1,134928''
''55,088661''|''-1,573535''
''51,146352''|''1,300506''
''52,48918''|''-1,795278''
''52,419586''|''-4,084199''
''51,552343''|''-3,048285''
''51,645289''|''-1,008263''
''53,373528''|''-1,425766''
''51,514703''|''-0,16778''
''51,587606''|''-2,741856''
''53,61449''|''-0,957948''
''53,793873''|''-2,256495''
''53,686099''|''-1,836146''
''55,848527''|''-4,225728''
''55,007959''|''-1,437095''
''55,975223''|''-3,629968''
''51,157397''|''-1,56155''
''53,048578''|''-3,041982''
''52,119874''|''-0,462689''
''51,594663''|''-0,104863''
''53,756076''|''-2,48413''
''51,509452''|''-0,132453''
''50,386001''|''-4,140411''
''51,615231''|''-3,015279''
''51,576105''|''-0,097279''
''51,606998''|''-3,275691''
''51,463324''|''-0,138875''
''53,382078''|''-2,669915''
''53,373715''|''-3,066948''
''50,346222''|''-4,705816''
''51,960396''|''1,32638''
''51,119839''|''-2,517378''
''53,260986''|''-2,930159''
''51,876441''|''0,566235''
''52,198782''|''0,128273''
''52,775089''|''-1,201559''
''53,748652''|''-0,343077''
''54,994479''|''-7,294709''
''51,578481''|''-0,221792''
''51,869953''|''-2,492944''
''50,699243''|''-1,29547''
''50,916662''|''-0,375008''
''52,797442''|''-1,696627''
''51,554966''|''-1,840197''
''52,730729''|''-3,884411''
''50,733459''|''-1,776689''
''53,519727''|''-2,484537''
''52,043531''|''0,953214''
''51,078582''|''1,177256''
''53,16654''|''-3,069011''
''53,50346''|''-2,227449''
''52,34536''|''-1,83791''
''53,262286''|''-2,124314''
''51,751953''|''-1,214299''
''52,151739''|''-4,117591''
''53,237984''|''-0,544418''
''53,877469''|''-1,924534''
''51,381649''|''-2,363299''
''53,753701''|''-2,362548''
''54,567003''|''-1,13653''
''51,629862''|''-0,173677''
''52,644548''|''1,731475''
''52,603158''|''-2,081166''
''51,488129''|''-0,264595''
''52,227573''|''-1,082984''
''51,464336''|''-2,618518''
''51,672497''|''-4,701088''
''50,800579''|''-1,143034''
''56,107778''|''-3,930174''
''50,994532''|''-1,501272''
''56,489408''|''-2,807486''
''53,713581''|''-2,061371''
